time,flow,velocity,pressure,voltage
2022-09-30 20:56:55,0,0,1.324,13
2022-09-30 20:55:54,0,0,1.308,13
2022-09-30 20:54:53,0,0,1.316,13
2022-09-30 20:53:52,0,0,1.316,13
2022-09-30 20:52:51,0,0,1.316,13
2022-09-30 20:51:50,0,0,1.316,13
2022-09-30 20:50:49,0,0,1.402,13
2022-09-30 20:49:49,0,0,1.254,13
2022-09-30 20:48:47,0,0,1.262,13
2022-09-30 20:47:46,0,0,1.246,13
2022-09-30 20:46:45,0,0,1.247,13
2022-09-30 20:45:44,0,0,1.254,13
2022-09-30 20:44:43,0,0,1.262,13
2022-09-30 20:43:41,0,0,1.254,13
2022-09-30 20:42:41,1.961,0.041,1.246,13
2022-09-30 20:41:40,0,0,1.246,13
2022-09-30 20:40:39,0,0,1.27,13
2022-09-30 20:39:38,1.5,0.031,1.255,13
2022-09-30 20:38:37,2.938,0.062,1.231,13
2022-09-30 20:37:36,0,0,1.239,13
2022-09-30 20:36:35,0,0,1.247,13
2022-09-30 20:35:34,1.508,0.031,1.27,13
2022-09-30 20:34:33,1.758,0.037,1.263,13
2022-09-30 20:33:32,0,0,1.247,13
2022-09-30 20:32:31,0,0,1.255,13
2022-09-30 20:31:30,0,0,1.247,13
2022-09-30 20:30:29,0,0,1.247,13
2022-09-30 20:29:28,0,0,1.247,13
2022-09-30 20:28:27,0,0,1.247,13
2022-09-30 20:27:26,1.453,0.031,1.255,13
2022-09-30 20:26:25,1.531,0.032,1.255,13
2022-09-30 20:25:30,1.687,0.035,1.263,13
2022-09-30 20:24:23,0,0,1.255,13
2022-09-30 20:23:22,1.875,0.04,1.256,13
2022-09-30 20:22:21,0,0,1.247,13
2022-09-30 20:21:20,0,0,1.223,13
2022-09-30 20:20:19,0,0,1.24,13
2022-09-30 20:19:18,0,0,1.239,13
2022-09-30 20:18:17,0,0,1.247,13
2022-09-30 20:17:16,1.453,0.031,1.255,13
2022-09-30 20:16:15,0,0,1.262,13
2022-09-30 20:15:14,1.5,0.031,1.232,13
2022-09-30 20:14:13,1.711,0.036,1.247,13
2022-09-30 20:13:12,0,0,1.264,13
2022-09-30 20:12:11,0,0,1.256,13
2022-09-30 20:11:10,1.82,0.038,1.248,13
2022-09-30 20:10:09,1.57,0.033,1.256,13
2022-09-30 20:09:08,0,0,1.255,13
2022-09-30 20:08:07,0,0,1.248,13
2022-09-30 20:07:06,0,0,1.24,13
2022-09-30 20:06:05,1.578,0.033,1.256,13
2022-09-30 20:05:04,2.031,0.043,1.264,13
2022-09-30 20:04:03,1.734,0.036,1.256,13
2022-09-30 20:03:02,2.063,0.044,1.248,13
2022-09-30 20:02:01,1.742,0.036,1.257,13
2022-09-30 20:01:00,1.492,0.031,1.264,13
2022-09-30 19:59:59,2.688,0.057,1.249,13
2022-09-30 19:58:58,3.031,0.064,1.24,12.9
2022-09-30 19:57:57,1.953,0.041,1.256,13
2022-09-30 19:56:56,2.344,0.05,1.233,13
2022-09-30 19:55:55,0,0,1.249,13
2022-09-30 19:54:54,2.391,0.05,1.241,13
2022-09-30 19:53:53,2.578,0.054,1.226,13
2022-09-30 19:52:52,3.125,0.066,1.249,13
2022-09-30 19:51:51,0,0,1.264,13
2022-09-30 19:50:50,0,0,1.25,13
2022-09-30 19:49:49,0,0,1.25,13
2022-09-30 19:48:48,1.617,0.034,1.273,13
2022-09-30 19:47:47,0,0,1.258,13
2022-09-30 19:46:46,1.562,0.033,1.249,13
2022-09-30 19:45:45,1.523,0.032,1.242,13
2022-09-30 19:44:44,0,0,1.234,13
2022-09-30 19:43:43,0,0,1.227,13.1
2022-09-30 19:42:42,0,0,1.227,13.1
2022-09-30 19:41:41,0,0,1.219,13.1
2022-09-30 19:40:40,0,0,1.242,13
2022-09-30 19:39:39,2,0.042,1.242,13.1
2022-09-30 19:38:38,2.297,0.048,1.243,13.1
2022-09-30 19:37:37,1.812,0.038,1.234,13
2022-09-30 19:36:36,2.484,0.052,1.25,13
2022-09-30 19:35:35,1.859,0.039,1.25,13.1
2022-09-30 19:34:34,0,0,1.242,13.1
2022-09-30 19:33:33,1.555,0.033,1.25,13.1
2022-09-30 19:32:32,2.078,0.044,1.25,13.1
2022-09-30 19:31:31,1.719,0.036,1.251,13.1
2022-09-30 19:30:30,4.562,0.096,1.227,13.1
2022-09-30 19:29:29,3.078,0.065,1.235,13.1
2022-09-30 19:28:28,2.5,0.053,1.228,13.1
2022-09-30 19:27:27,1.742,0.036,1.243,13.1
2022-09-30 19:26:26,2.313,0.048,1.251,13.1
2022-09-30 19:25:24,2.281,0.048,1.235,13.1
2022-09-30 19:24:24,1.594,0.033,1.251,13.1
2022-09-30 19:23:23,1.891,0.04,1.251,13.1
2022-09-30 19:22:22,2.859,0.06,1.228,13.1
2022-09-30 19:21:21,3.953,0.083,1.228,13.1
2022-09-30 19:20:20,2.25,0.047,1.251,13.1
2022-09-30 19:19:19,0,0,1.259,13.1
2022-09-30 19:18:18,1.867,0.039,1.251,13.1
2022-09-30 19:17:17,0,0,1.243,13.1
2022-09-30 19:16:16,0,0,1.236,13.1
2022-09-30 19:15:15,0,0,1.235,13.1
2022-09-30 19:14:14,0,0,1.252,13.1
2022-09-30 19:13:13,0,0,1.26,13.1
2022-09-30 19:12:12,1.648,0.034,1.251,13.1
2022-09-30 19:11:11,0,0,1.229,13.1
2022-09-30 19:10:10,1.867,0.039,1.22,13.1
2022-09-30 19:09:09,0,0,1.244,13.1
2022-09-30 19:08:08,0,0,1.252,13.1
2022-09-30 19:07:07,0,0,1.253,13.1
2022-09-30 19:06:06,0,0,1.237,13.1
2022-09-30 19:05:05,0,0,1.237,13.1
2022-09-30 19:04:04,0,0,1.237,13.1
2022-09-30 19:03:03,0,0,1.253,13.1
2022-09-30 19:02:02,0,0,1.253,13.1
2022-09-30 19:01:01,0,0,1.261,13.1
2022-09-30 19:00:00,0,0,1.23,13.1
2022-09-30 18:58:59,0,0,1.23,13.1
2022-09-30 18:57:58,0,0,1.222,13.1
2022-09-30 18:56:57,0,0,1.222,13.1
2022-09-30 18:55:56,0,0,1.245,13.1
2022-09-30 18:54:55,0,0,1.254,13.1
2022-09-30 18:53:54,0,0,1.254,13.1
2022-09-30 18:52:53,2.047,0.043,1.239,13.1
2022-09-30 18:51:52,1.875,0.039,1.231,13.1
2022-09-30 18:50:51,0,0,1.239,13.1
2022-09-30 18:49:50,1.547,0.032,1.239,13.1
2022-09-30 18:48:49,0,0,1.239,13.1
2022-09-30 18:47:48,0,0,1.232,13.1
2022-09-30 18:46:47,1.555,0.033,1.232,13.1
2022-09-30 18:45:46,0,0,1.247,13.1
2022-09-30 18:44:45,0,0,1.256,13.1
2022-09-30 18:43:44,0,0,1.247,13.1
2022-09-30 18:42:43,0,0,1.225,13.1
2022-09-30 18:41:42,0,0,1.232,13.1
2022-09-30 18:40:41,1.492,0.031,1.225,13.1
2022-09-30 18:39:40,0,0,1.24,13
2022-09-30 18:38:39,0,0,1.248,13.1
2022-09-30 18:37:38,0,0,1.249,13.1
2022-09-30 18:36:37,0,0,1.241,13.1
2022-09-30 18:35:36,1.625,0.034,1.241,13.1
2022-09-30 18:34:35,1.93,0.041,1.249,13.1
2022-09-30 18:33:34,1.758,0.037,1.249,13.1
2022-09-30 18:32:33,2.031,0.043,1.233,13.1
2022-09-30 18:31:32,0,0,1.226,13.1
2022-09-30 18:30:31,0,0,1.241,13.1
2022-09-30 18:29:30,0,0,1.241,13.1
2022-09-30 18:28:29,0,0,1.242,13.1
2022-09-30 18:27:28,0,0,1.249,13.1
2022-09-30 18:26:27,0,0,1.258,13.1
2022-09-30 18:25:26,0,0,1.249,13.1
2022-09-30 18:24:25,0,0,1.258,13.1
2022-09-30 18:23:24,0,0,1.235,13.1
2022-09-30 18:22:23,1.539,0.032,1.226,13.1
2022-09-30 18:21:22,1.625,0.034,1.218,13.1
2022-09-30 18:20:21,1.891,0.04,1.234,13.1
2022-09-30 18:19:20,0,0,1.25,13.1
2022-09-30 18:18:19,2.188,0.046,1.227,13.1
2022-09-30 18:17:18,3.453,0.072,1.212,13.1
2022-09-30 18:16:17,1.742,0.037,1.242,13.1
2022-09-30 18:15:16,0,0,1.251,13.1
2022-09-30 18:14:15,1.492,0.031,1.235,13.1
2022-09-30 18:13:14,1.773,0.037,1.235,13.1
2022-09-30 18:12:13,0,0,1.235,13.1
2022-09-30 18:11:12,0,0,1.22,13.1
2022-09-30 18:10:11,1.656,0.035,1.235,13.1
2022-09-30 18:09:10,0,0,1.251,13.1
2022-09-30 18:08:09,0,0,1.243,13.1
2022-09-30 18:07:08,0,0,1.243,13.1
2022-09-30 18:06:07,0,0,1.243,13.1
2022-09-30 18:05:06,0,0,1.236,13.1
2022-09-30 18:04:05,1.742,0.036,1.22,13.1
2022-09-30 18:03:04,0,0,1.236,13.1
2022-09-30 18:02:03,0,0,1.235,13.1
2022-09-30 18:01:02,0,0,1.243,13.1
2022-09-30 18:00:01,0,0,1.236,13.1
2022-09-30 17:59:00,0,0,1.22,13.1
2022-09-30 17:57:59,0,0,1.235,13.1
2022-09-30 17:56:58,0,0,1.236,13.1
2022-09-30 17:55:57,0,0,1.236,13.1
2022-09-30 17:54:56,0,0,1.244,13.1
2022-09-30 17:53:55,0,0,1.244,13.1
2022-09-30 17:52:54,0,0,1.252,13.1
2022-09-30 17:51:53,0,0,1.244,13.1
2022-09-30 17:50:52,0,0,1.221,13.1
2022-09-30 17:49:51,0,0,1.237,13.1
2022-09-30 17:48:50,0,0,1.236,13.1
2022-09-30 17:47:49,0,0,1.237,13.1
2022-09-30 17:46:48,0,0,1.229,13.1
2022-09-30 17:45:46,0,0,1.245,13.1
2022-09-30 17:44:46,0,0,1.252,13.1
2022-09-30 17:43:44,0,0,1.252,13.1
2022-09-30 17:42:44,0,0,1.227,13.1
2022-09-30 17:41:42,0,0,1.227,13.1
2022-09-30 17:40:41,0,0,1.25,13.1
2022-09-30 17:39:40,1.672,0.035,1.266,13.1
2022-09-30 17:38:39,1.5,0.031,1.25,13.1
2022-09-30 17:37:38,1.531,0.032,1.236,13.1
2022-09-30 17:36:37,0,0,1.256,13.1
2022-09-30 17:35:36,0,0,1.237,13.2
2022-09-30 17:34:35,0,0,1.219,13.2
2022-09-30 17:33:34,0,0,1.264,13.2
2022-09-30 17:32:33,0,0,1.256,13.3
2022-09-30 17:31:32,2.484,0.052,1.256,13.4
2022-09-30 17:30:31,0,0,1.246,13.4
2022-09-30 17:29:30,0,0,1.238,13.5
2022-09-30 17:28:29,1.922,0.04,1.204,13.5
2022-09-30 17:27:28,0,0,1.242,13.6
2022-09-30 17:26:27,0,0,1.224,13.6
2022-09-30 17:25:26,0,0,1.237,13.7
2022-09-30 17:24:25,0,0,1.241,13.7
2022-09-30 17:23:24,1.773,0.037,1.22,13.7
2022-09-30 17:22:23,0,0,1.222,13.7
2022-09-30 17:21:22,0,0,1.23,13.7
2022-09-30 17:20:21,0,0,1.246,13.7
2022-09-30 17:19:20,0,0,1.254,13.7
2022-09-30 17:18:19,2.188,0.046,1.239,13.7
2022-09-30 17:17:18,1.812,0.038,1.247,13.7
2022-09-30 17:16:17,2.109,0.044,1.239,13.7
2022-09-30 17:15:16,0,0,1.238,13.7
2022-09-30 17:14:15,0,0,1.223,13.7
2022-09-30 17:13:14,0,0,1.232,13.7
2022-09-30 17:12:13,0,0,1.247,13.7
2022-09-30 17:11:12,1.547,0.032,1.247,13.7
2022-09-30 17:10:11,0,0,1.232,13.7
2022-09-30 17:09:10,1.508,0.032,1.224,13.7
2022-09-30 17:08:09,1.812,0.038,1.224,13.7
2022-09-30 17:07:08,0,0,1.247,13.7
2022-09-30 17:06:07,0,0,1.247,13.7
2022-09-30 17:05:06,0,0,1.247,13.7
2022-09-30 17:04:05,0,0,1.24,13.7
2022-09-30 17:03:04,0,0,1.231,13.7
2022-09-30 17:02:03,0,0,1.231,13.7
2022-09-30 17:01:02,0,0,1.247,13.7
2022-09-30 17:00:01,1.93,0.04,1.254,13.7
2022-09-30 16:58:59,0,0,1.247,13.7
2022-09-30 16:57:59,1.437,0.03,1.239,13.7
2022-09-30 16:56:58,1.437,0.03,1.24,13.7
2022-09-30 16:55:57,0,0,1.248,13.7
2022-09-30 16:54:56,2.219,0.046,1.247,13.7
2022-09-30 16:53:55,0,0,1.241,13.7
2022-09-30 16:52:54,1.914,0.04,1.223,13.7
2022-09-30 16:51:53,0,0,1.232,13.7
2022-09-30 16:50:52,0,0,1.24,13.7
2022-09-30 16:49:51,0,0,1.241,13.7
2022-09-30 16:48:50,0,0,1.263,13.7
2022-09-30 16:47:49,0,0,1.264,13.7
2022-09-30 16:46:48,0,0,1.256,13.7
2022-09-30 16:45:47,0,0,1.24,13.7
2022-09-30 16:44:46,0,0,1.24,13.7
2022-09-30 16:43:45,0,0,1.247,13.7
2022-09-30 16:42:44,0,0,1.248,13.7
2022-09-30 16:41:43,0,0,1.248,13.7
2022-09-30 16:40:42,0,0,1.239,13.7
2022-09-30 16:39:41,0,0,1.241,13.7
2022-09-30 16:38:40,0,0,1.24,13.7
2022-09-30 16:37:39,0,0,1.248,13.7
2022-09-30 16:36:38,0,0,1.224,13.7
2022-09-30 16:35:37,0,0,1.216,13.7
2022-09-30 16:34:36,0,0,1.249,13.7
2022-09-30 16:33:35,0,0,1.239,13.7
2022-09-30 16:32:33,0,0,1.232,13.7
2022-09-30 16:31:33,0,0,1.226,13.7
2022-09-30 16:30:32,1.664,0.035,1.279,13.7
2022-09-30 16:29:31,0,0,1.248,13.7
2022-09-30 16:28:30,0,0,1.162,13.7
2022-09-30 16:27:29,0,0,1.163,13.7
2022-09-30 16:26:28,0,0,1.17,13.7
2022-09-30 16:25:27,0,0,1.162,13.7
2022-09-30 16:24:26,0,0,1.155,13.7
2022-09-30 16:23:25,0,0,1.163,13.7
2022-09-30 16:22:24,0,0,1.154,13.7
2022-09-30 16:21:23,0,0,1.161,13.7
2022-09-30 16:20:22,0,0,1.154,13.7
2022-09-30 16:19:21,0,0,1.161,13.7
2022-09-30 16:18:20,0,0,1.163,13.7
2022-09-30 16:17:19,0,0,1.161,13.7
2022-09-30 16:16:18,0,0,1.169,13.7
2022-09-30 16:15:17,0,0,1.186,13.7
2022-09-30 16:14:16,0,0,1.176,13.7
2022-09-30 16:13:15,0,0,1.153,13.7
2022-09-30 16:12:14,0,0,1.148,13.7
2022-09-30 16:11:13,0,0,1.216,13.7
2022-09-30 16:10:12,0,0,1.24,13.7
2022-09-30 16:09:11,0,0,1.248,13.7
2022-09-30 16:08:10,0,0,1.232,13.7
2022-09-30 16:07:09,0,0,1.231,13.7
2022-09-30 16:06:08,0,0,1.225,13.7
2022-09-30 16:05:07,0,0,1.257,13.7
2022-09-30 16:04:06,0,0,1.271,13.7
2022-09-30 16:03:05,0,0,1.241,13.7
2022-09-30 16:02:04,0,0,1.24,13.7
2022-09-30 16:01:03,0,0,1.232,13.7
2022-09-30 16:00:02,0,0,1.248,13.7
2022-09-30 15:59:01,0,0,1.255,13.7
2022-09-30 15:58:00,0,0,1.233,13.7
2022-09-30 15:57:00,0,0,1.224,13.7
2022-09-30 15:55:58,0,0,1.231,13.7
2022-09-30 15:54:57,0,0,1.232,13.7
2022-09-30 15:53:56,0,0,1.239,13.7
2022-09-30 15:52:55,0,0,1.247,13.7
2022-09-30 15:51:54,0,0,1.263,13.7
2022-09-30 15:50:54,0,0,1.248,13.7
2022-09-30 15:49:52,0,0,1.215,13.7
2022-09-30 15:48:51,0,0,1.217,13.7
2022-09-30 15:47:50,0,0,1.24,13.7
2022-09-30 15:46:49,0,0,1.241,13.7
2022-09-30 15:45:48,0,0,1.24,13.7
2022-09-30 15:44:47,0,0,1.232,13.7
2022-09-30 15:43:46,0,0,1.21,13.7
2022-09-30 15:42:45,0,0,1.225,13.7
2022-09-30 15:41:44,0,0,1.234,13.7
2022-09-30 15:40:43,0,0,1.24,13.7
2022-09-30 15:39:42,0,0,1.235,13.8
2022-09-30 15:38:40,1.633,0.034,1.233,13.7
2022-09-30 15:37:40,0,0,1.233,13.7
2022-09-30 15:36:39,0,0,1.224,13.7
2022-09-30 15:35:38,0,0,1.209,13.7
2022-09-30 15:34:37,0,0,1.224,13.7
2022-09-30 15:33:36,0,0,1.231,13.7
2022-09-30 15:32:35,0,0,1.224,13.7
2022-09-30 15:31:34,0,0,1.209,13.7
2022-09-30 15:30:33,0,0,1.225,13.7
2022-09-30 15:29:32,0,0,1.232,13.7
2022-09-30 15:28:31,0,0,1.234,13.7
2022-09-30 15:27:30,0,0,1.224,13.7
2022-09-30 15:26:29,0,0,1.218,13.7
2022-09-30 15:25:28,0,0,1.223,13.7
2022-09-30 15:24:27,0,0,1.225,13.7
2022-09-30 15:23:26,0,0,1.232,13.7
2022-09-30 15:22:25,0,0,1.225,13.7
2022-09-30 15:21:24,0,0,1.233,13.7
2022-09-30 15:20:23,1.531,0.032,1.216,13.7
2022-09-30 15:19:22,1.648,0.035,1.224,13.7
2022-09-30 15:18:21,0,0,1.225,13.7
2022-09-30 15:17:20,0,0,1.193,13.7
2022-09-30 15:16:19,0,0,1.217,13.7
2022-09-30 15:15:18,0,0,1.217,13.7
2022-09-30 15:14:17,0,0,1.224,13.7
2022-09-30 15:13:16,0,0,1.231,13.7
2022-09-30 15:12:15,0,0,1.247,13.7
2022-09-30 15:11:14,0,0,1.216,13.7
2022-09-30 15:10:13,0,0,1.208,13.7
2022-09-30 15:09:12,1.445,0.03,1.226,13.7
2022-09-30 15:08:11,0,0,1.255,13.7
2022-09-30 15:07:10,0,0,1.178,13.7
2022-09-30 15:06:09,0,0,1.176,13.7
2022-09-30 15:05:08,0,0,1.153,13.7
2022-09-30 15:04:07,0,0,1.161,13.7
2022-09-30 15:03:06,0,0,1.176,13.7
2022-09-30 15:02:05,0,0,1.169,13.7
2022-09-30 15:01:04,1.758,0.037,1.146,13.7
2022-09-30 15:00:03,0,0,1.154,13.7
2022-09-30 14:59:02,0,0,1.161,13.7
2022-09-30 14:58:01,0,0,1.169,13.7
2022-09-30 14:57:00,0,0,1.161,13.7
2022-09-30 14:55:59,0,0,1.154,13.7
2022-09-30 14:54:58,0,0,1.155,13.7
2022-09-30 14:53:57,0,0,1.161,13.7
2022-09-30 14:52:56,0,0,1.155,13.7
2022-09-30 14:51:55,0,0,1.163,13.7
2022-09-30 14:50:54,0,0,1.17,13.7
2022-09-30 14:49:53,0,0,1.155,13.7
2022-09-30 14:48:52,0,0,1.154,13.7
2022-09-30 14:47:51,0,0,1.161,13.7
2022-09-30 14:46:50,0,0,1.177,13.7
2022-09-30 14:45:49,0,0,1.17,13.7
2022-09-30 14:44:48,1.844,0.039,1.169,13.7
2022-09-30 14:43:47,0,0,1.155,13.7
2022-09-30 14:42:46,0,0,1.161,13.7
2022-09-30 14:41:45,1.664,0.035,1.163,13.7
2022-09-30 14:40:44,2.25,0.047,1.147,13.7
2022-09-30 14:39:43,2.125,0.045,1.146,13.7
2022-09-30 14:38:42,0,0,1.162,13.7
